uri,casNumber,references,type,notation,prefLabel,altLabel,definition,collections,inScheme,theme,seeAlso,topConceptOf
CMA_3_T,,,skos:Concept,CMA/3/T,"Polyaromatische koolwaterstoffen, organochloorpesticiden, polychloorbifenylen en hogere chloorbenzenen met gaschromatografie-tandem massaspectrometrie (GC-MS/MS)",,"Deze procedure beschrijft de bepaling  van polycyclische aromatische koolwaterstoffen (PAK) en een aantal matig vluchtige chloorkoolwaterstoffen zoals polychloorbifenylen (PCB), organochloorpesticiden (OCP) en chloorbenzenen (CBz) met gaschromatografie gekoppeld aan een tandem massa spectrometer (GC-MS/MS). ",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_T.pdf,conceptscheme:observatieprocedure
CMA_3_U,,,skos:Concept,CMA/3/U,Organische screening met GC/MS,,"Deze procedure beschrijft de werkwijze die gevolgd wordt bij de identificatie en semi-kwantitatieve bepaling van de aanwezige organische verbindingen in water, bodem, sediment, slib, vaste afvalstoffen, olie en solventmengsels. ",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_U.pdf,conceptscheme:observatieprocedure
CMA_3_V,,,skos:Concept,CMA/3/V,Pentachloorfenol en benzo(a)pyreen in houtafval,,In deze procedure wordt een methode beschreven voor de kwantitatieve bepaling van pentachloorfenol (PCP) en benzo(a)pyreen (BaP) in houtafval ,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_V.pdf,conceptscheme:observatieprocedure
CMA_3_W,,,skos:Concept,CMA/3/W,Polycyclische aromatische koolwaterstoffen en minerale olie in bodemverbeterend middel en meststof,,"Deze methode wordt gebruikt voor het bepalen van polycyclische aromatische koolwaterstoffen (PAK’s) en minerale olie in afvalstoffen die in of als bodemverbeterend middel of meststof worden gebruikt zoals compost, digestaten, aanverwante input- en outputstromen van de verwerking van organisch biologisch afval,  zuiveringsslib. ",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_W.pdf,conceptscheme:observatieprocedure
CMA_3_X,,,skos:Concept,CMA/3/X,Polychloorbifenylen en chloorbenzenen in bodemverbeterend middel en meststof,,,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_X.pdf,conceptscheme:observatieprocedure
CMA_3_Y,,,skos:Concept,CMA/3/Y,Organochloorpesticiden in bagger- en ruimingsspecie,,"In deze procedure wordt een methode beschreven voor de extractie, zuivering en analyse van een aantal organochloorpesticiden (OCP’s) in bagger- en ruimingsspecie. De methode is eveneens toepasbaar op waterbodem. ",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_Y.pdf,conceptscheme:observatieprocedure
CMA_3_Z,,,skos:Concept,CMA/3/Z,Gel permeatie chromatografie (GPC) voor de zuivering van monsterextracten,,Deze procedure beschrijft de toepassing van GPC als zuiveringsmethode voor extracten ter bepaling van organische parameters. ,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_3_Z.pdf,conceptscheme:observatieprocedure
CMA_4_A,,,skos:Concept,CMA/4/A,Bacteriologische analyses van eindproducten bij de verwerking van dierlijke bijproducten,,"De bacteriologische analyses van afgeleide producten die vrijkomen bij verwerkers van dierlijke bijproducten: vaste fracties (beendermeel, verenmeel, bloedmeel, …. ) en vloeibare fracties (vet) omvatten de volgende procedures: de bepaling van het aantal Enterobacteriaceae, de detectie van Salmonella en de bepaling van Clostridium perfringens. ",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_4_A.pdf,conceptscheme:observatieprocedure
CMA_4_B,,,skos:Concept,CMA/4/B,Bacteriologische analyses op teruggewonnen grondstoffen na de recyclage van wegwerpluiers,,,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_4_B.pdf,conceptscheme:observatieprocedure
CMA_5_A.1,,,skos:Concept,CMA/5/A.1,"Inleiding, definities en referenties",,Monstervoorbehandeling - inleiding,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_5_A.1.pdf,conceptscheme:observatieprocedure
CMA_5_A.2,,,skos:Concept,CMA/5/A.2,Homogeniseren,,Monstervoorbehandeling - Homogeniseren,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_5_A.2.pdf,conceptscheme:observatieprocedure
CMA_5_A.3,,,skos:Concept,CMA/5/A.3,Fasescheiding,,Monstervoorbehandeling - Fasescheiding,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_5_A.3.pdf,conceptscheme:observatieprocedure
CMA_5_A.4,,,skos:Concept,CMA/5/A.4,Drogen,,Monstervoorbehandeling - Drogen,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_5_A.4.pdf,conceptscheme:observatieprocedure
CMA_5_A.5,,,skos:Concept,CMA/5/A.5,Verkleinen deeltjesgrootte,,Monstervoorbehandeling - Verkleinen deeltjesgrootte,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_5_A.5.pdf,conceptscheme:observatieprocedure
CMA_5_A.6,,,skos:Concept,CMA/5/A.6,Verkleinen monstergrootte en deelmonstername,,Monstervoorbehandeling - Verkleinen monstergrootte en deelmonstername,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_5_A.6.pdf,conceptscheme:observatieprocedure
CMA_5_A.7,,,skos:Concept,CMA/5/A.7,Apparatuur en Technieken,,Monstervoorbehandeling - Apparatuur en technieken,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_5_A.7.pdf,conceptscheme:observatieprocedure
CMA_5_A.8,,,skos:Concept,CMA/5/A.8,Schema's en praktijkvoorbeelden,,Monstervoorbehandeling - Schema’s en praktijkvoorbeelden,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_5_A.8.pdf,conceptscheme:observatieprocedure
CMA_5_A.9,,,skos:Concept,CMA/5/A.9,Minimale monstergrootte voor heterogene stoffen,,Monstervoorbehandeling - Minimale monstergrootte voor heterogene stoffen,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_5_A.9.pdf,conceptscheme:observatieprocedure
CMA_5_B.1,,,skos:Concept,CMA/5/B.1,Meststof en bodemverbeterend middel,,Monstervoorbehandeling - Meststof en bodemverbeterend middel,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_5_B.1.pdf,conceptscheme:observatieprocedure
CMA_5_B.2,,,skos:Concept,CMA/5/B.2,Houtafval,,Monstervoorbehandeling - Houtafval,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_5_B.2.pdf,conceptscheme:observatieprocedure
CMA_5_B.3,,,skos:Concept,CMA/5/B.3,Waterbodem,,Monstervoorbehandeling - Waterbodem,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_5_B.3.pdf,conceptscheme:observatieprocedure
CMA_5_B.4,,,skos:Concept,CMA/5/B.4,Bodem,,Monstervoorbehandeling - Bodem,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_5_B.4.pdf,conceptscheme:observatieprocedure
CMA_5_B.5,,,skos:Concept,CMA/5/B.5,Shredder,,Monstervoorbehandeling - Shredder,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_5_B.5.pdf,conceptscheme:observatieprocedure
CMA_5_B.6,,,skos:Concept,CMA/5/B.6,Granulaten/as en slakken,,Monstervoorbehandeling - Granulaten/as en slakken,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_5_B.6.pdf,conceptscheme:observatieprocedure
CMA_5_B.7,,,skos:Concept,CMA/5/B.7,Olie en vetten,,Monstervoorbehandeling - Olie en vetten,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_5_B.7.pdf,conceptscheme:observatieprocedure
CMA_5_B.8,,,skos:Concept,CMA/5/B.8,Luier- en incontinentiematerialen,,Monstervoorbehandeling - Luier- en incontinentiematerialen,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_5_B.8.pdf,conceptscheme:observatieprocedure
CMA_6_A,,,skos:Concept,CMA/6/A,Prestatiekenmerken,,Prestatiekenmerken,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_6_A.pdf,conceptscheme:observatieprocedure
CMA_6_B,,,skos:Concept,CMA/6/B,Meetonzekerheid,,Meetonzekerheid,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_6_B.pdf,conceptscheme:observatieprocedure
CMA_6_C,,,skos:Concept,CMA/6/C,Rekenvoorbeelden,,Rekenvoorbeelden prestatiekenmerken,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_6_C.pdf,conceptscheme:observatieprocedure
CMA_6_D,,,skos:Concept,CMA/6/D,Kwaliteitseisen voor analysemethoden,,Kwaliteitseisen voor analysemethoden,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_6_D.pdf,conceptscheme:observatieprocedure
CMA_6_E,,,skos:Concept,CMA/6/E,Voorwaarden voor rapportering van monsternamegegevens en analyseresultaten door een erkend laboratorium,,Voorwaarden voor rapportering van monsternamegegevens en analyseresultaten    door een erkend laboratorium,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_6_E.pdf,conceptscheme:observatieprocedure
CMA_7_A,,,skos:Concept,CMA/7/A,Analysemethoden ter ondersteuning van bodemsaneringswerken,,Deze koepelnorm beschrijft analysemethoden ter ondersteuning van bodemsaneringswerken.,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_7_A.pdf,conceptscheme:observatieprocedure
CMA_7_A.1,,,skos:Concept,CMA/7/A.1,Acid volatile sulfide (AVS) - simultaneously extracted metals (SEM) - Ontwerp,,,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_7_A.1.pdf,conceptscheme:observatieprocedure
CMA_7_A.2,,,skos:Concept,CMA/7/A.2,Verzadigde hydraulische geleidbaarheid - Ontwerp,,,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_7_A.2.pdf,conceptscheme:observatieprocedure
CMA_7_A.3,,,skos:Concept,CMA/7/A.3,Vochtkarakteristiek (pF curve) - Ontwerp,,,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_7_A.3.pdf,conceptscheme:observatieprocedure
CMA_7_A.4,,,skos:Concept,CMA/7/A.4,Ionenbalans - Ontwerp,,,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_7_A.4.pdf,conceptscheme:observatieprocedure
CMA_7_A.5,,,skos:Concept,CMA/7/A.5,Redoxpotentiaal (veldmeting),,"Deze procedure beschrijft de mehode voor de bepaling van methaan, ethaan en etheen in grondwater.",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_7_A.5.pdf,conceptscheme:observatieprocedure
CMA_7_A.6,,,skos:Concept,CMA/7/A.6,"Methaan, ethaan en etheen in grondwater",,Deze procedure beschrijft de mehode voor de bepaling van de redoxpotentiaal (veldmeting)..,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_7_A.6.pdf,conceptscheme:observatieprocedure
LUC_0_001,,,skos:Concept,LUC/0/001,Meetplaats in het gaskanaal,,"De plaats waar een emissiemeting wordt uitgevoerd is van doorslaggevend belang voor de kwaliteit van de meetresultaten. Voor de inrichting van de meetplaats, meetsectie en het meetplatform is de norm NBN EN 15259 van toepassing. In deze compendiummethode worden een aantal belangrijke aspecten uit deze norm toegelicht.",collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_0_001.pdf,conceptscheme:observatieprocedure
LUC_0_002,,,skos:Concept,LUC/0/002,Meting van afgastemperatuur,,"Deze procedure betreft de meting van temperatuur in afgassen en andere emissies. De meting van temperatuur is nodig om de volumemassa (densiteit) van gassen te berekenen bij de gassnelheidsmeting en voor de isokinetische bemonsteringen, zoals de stofgehaltebepaling.  ",collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_0_002.pdf,conceptscheme:observatieprocedure
LUC_0_003,,,skos:Concept,LUC/0/003,Bepaling van water in een gasstroom,," Deze procedure is van toepassing voor het bepalen van het gehalte aan waterdamp in gekanaliseerde gasstromen of gasstromen in schoorstenen.Het vochtgehalte van een gas moet gemeten worden voor de bepaling van de gassnelheid en het volumedebiet, voor de omrekening van concentraties naar standaardomstandigheden (droog gas) en voor de instelling van het isokinetisch aanzuigdebiet.",collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_0_003.pdf,conceptscheme:observatieprocedure
LUC_0_004,,,skos:Concept,LUC/0/004,Meting van gassnelheid en volumedebiet in een gaskanaal,,Deze procedure behandelt de bepaling van de gemiddelde gassnelheid en het gasdebiet in een meetdoorsnede met behulp van Pitotbuis of anemometer.De snelheidsmeting op verschillende punten is noodzakelijk omwille van een te verwachten snelheidsgradient over de kanaaldoorsnede. De bepaling van het gasdebiet is nodig om de emissiestroom (in kg/h of g/h) van de aanwezige polluenten te berekenen. ,collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_0_004.pdf,conceptscheme:observatieprocedure
LUC_0_005,,,skos:Concept,LUC/0/005,Essentiële kwaliteitsvereisten voor emissiemetingen,,"Deze procedure is een bundeling van de voornaamste kwaliteitsvereisten die gelden voor de metingen van emissies in lucht, uitgevoerd door erkende laboratoria in Vlaanderen in het kader van VLAREL en de omgevingsvergunning.",collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_0_005.pdf,conceptscheme:observatieprocedure
LUC_0_006,,,skos:Concept,LUC/0/006,Voorwaarden voor rapportering van monsternamegegevens en analyseresultaten  door een erkend laboratorium,,"Deze procedure schrijft voor hoe laboratoria, die erkend zijn in het Vlaamse Gewest volgens het VLAREL of over een nog geldende erkenning beschikken volgens eerdere regelgeving, monsternamegegevens en analyseresultaten dienen te rapporteren, van opdrachten uitgevoerd in de hoedanigheid van erkend laboratorium. ",collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_0_006.pdf,conceptscheme:observatieprocedure
LUC_I_001,,,skos:Concept,LUC/I/001,Bepaling van het stofgehalte in een gaskanaal,,"Deze procedure geldt voor de bepaling van het stofgehalte in een gaskanaal volgens de EN 13284-1 en ISO 9096. Deze normen schrijven een isokinetische monsterneming op een aantal gedefinieerde representatieve meetpunten in een meetdoorsnede gedurende een bepaalde meetduur voor. Het stof wordt gecollecteerd op een voorafgewogen vlak- of hulsfilter, die na de meting gedroogd en opnieuw gewogen wordt.",collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_I_001.pdf,conceptscheme:observatieprocedure
LUC_I_002,11125-23-8|11133-88-3|112084-17-0|113835-49-7|117011-47-9|123720-03-6|12640-29-8|12640-30-1|12641-96-2|12733-65-2|14701-27-0|14782-33-3|14903-34-5|149038-91-5|15158-12-0|16610-75-6|17375-02-9|17375-04-1|188785-87-7|19498-56-7|195161-77-4|195161-78-5|195161-82-1|195161-84-3|19768-33-3|21595-53-9|22325-60-6|22537-31-1|22537-48-0|22541-77-1|24763-58-4|37256-19-2|37258-85-8|37276-15-6|37368-02-8|39277-51-5|39303-06-5|39303-46-3|50954-17-1|51882-60-1|51887-47-9|53527-81-4|54076-28-7|55624-62-9|68412-20-4|724427-66-1|73063-67-9|7439-92-1|7439-96-5|7439-97-6|7440-02-0|7440-28-0|7440-31-5|7440-36-0|7440-38-2|7440-43-9|7440-47-3|7440-48-4|7440-62-2|7782-49-2|7783-07-5|7784-42-1|8030-64-6|8031-40-1|8049-31-8|8075-39-6|82870-81-3|92355-34-5|92786-62-4|95788-45-7,chemische_stof:ATJFFYVFTNAWJD-UHFFFAOYSA-N|chemische_stof:BKVIYDNLLOSFOA-UHFFFAOYSA-N|chemische_stof:BUGBHKTXTAQXES-UHFFFAOYSA-N|chemische_stof:GUTLYIVDDKVIGB-UHFFFAOYSA-N|chemische_stof:LEONUFNNVUYDNQ-UHFFFAOYSA-N|chemische_stof:PWHULOQIROXLJO-UHFFFAOYSA-N|chemische_stof:PXHVJJICTQNCMI-UHFFFAOYSA-N|chemische_stof:QSHDDOUJBYECFT-UHFFFAOYSA-N|chemische_stof:RQNWIZPPADIBDY-UHFFFAOYSA-N|chemische_stof:VYZAMTAEIAYCRO-UHFFFAOYSA-N|chemische_stof:WABPQHHGFIMREM-UHFFFAOYSA-N|chemische_stof:WLZRMCYVCSSEQC-UHFFFAOYSA-N|chemische_stof:WUOBERCRSABHOT-UHFFFAOYSA-N,skos:Concept,LUC/I/002,Bepaling van de stofvormige fractie van metalen in een gaskanaal,,"Deze procedure geldt voor de bepaling van de stofvormige fractie van metalen -waarvoor in VLAREM een emissiegrenswaarde voor de stofvorm' geldt -in een gaskanaal.De procedure is geldig voor volgende metalen en hun verbindingen: Sb, As, Cd, Cr, Co, Cu, Pb, Mn, Ni, Tl, V, Se, Sn en Hg. Het principe van de bemonstering bestaat uit het isokinetisch aanzuigen van een deelmonster uit een gasstroom in een gaskanaal op een representatief aantal meetpunten gedurende een bepaalde tijd waarbij het aantal meetpunten wordt bepaald door de afmetingen van het gaskanaal. Stof wordt gecollecteerd op een filter in of buiten het afgaskanaal op een temperatuur van maximum 105°C. De droging van de filter wordt eveneens op een maximale temperatuur van 105°C uitgevoerd. Na bemonstering worden de stofvormige metalen ontsloten volgens EN 14385.",collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_I_002.pdf,conceptscheme:observatieprocedure
